DATE-YMD,HSST= HadISST Temperature (C),
2000-06-15,      27.410,
2000-07-15,      27.190,
2000-08-15,      26.990,
2000-09-15,      26.830,
2000-10-15,      26.790,
2000-11-15,      26.890,
2000-12-15,      26.990,
2001-01-15,      27.320,
2001-02-15,      28.360,
2001-03-15,      29.200,
2001-04-15,      29.160,
2001-05-15,      28.180,
2001-06-15,      27.560,
2001-07-15,      27.530,
2001-08-15,      27.310,
2001-09-15,      26.820,
2001-10-15,      26.630,
2001-11-15,      26.670,
2001-12-15,      26.770,
2002-01-15,      27.170,
2002-02-15,      28.010,
2002-03-15,      29.690,
2002-04-15,      29.460,
2002-05-15,      28.860,
2002-06-15,      27.980,
2002-07-15,      27.540,
2002-08-15,      27.380,
2002-09-15,      27.370,
2002-10-15,      27.480,
2002-11-15,      27.570,
2002-12-15,      28.020,
2003-01-15,      28.340,
2003-02-15,      28.800,
2003-03-15,      29.350,
2003-04-15,      28.920,
2003-05-15,      28.330,
2003-06-15,      27.640,
2003-07-15,      27.530,
2003-08-15,      27.520,
2003-09-15,      27.220,
2003-10-15,      27.020,
2003-11-15,      27.120,
2003-12-15,      27.530,
2004-01-15,      28.180,
2004-02-15,      28.350,
2004-03-15,      29.020,
2004-04-15,      29.210,
2004-05-15,      28.430,
2004-06-15,      27.660,
2004-07-15,      27.430,
2004-08-15,      27.350,
2004-09-15,      27.200,
2004-10-15,      27.230,
2004-11-15,      27.290,
2004-12-15,      27.730,
2005-01-15,      28.050,
2005-02-15,      28.390,
2005-03-15,      28.990,
2005-04-15,      29.210,
2005-05-15,      27.670,
2005-06-15,      27.390,
2005-07-15,      27.850,
2005-08-15,      27.390,
2005-09-15,      26.970,
2005-10-15,      26.240,
2005-11-15,      26.370,
2005-12-15,      26.480,
2006-01-15,      27.390,
2006-02-15,      28.330,
2006-03-15,      29.020,
2006-04-15,      28.620,
2006-05-15,      28.300,
2006-06-15,      27.840,
2006-07-15,      27.850,
2006-08-15,      27.650,
2006-09-15,      27.410,
2006-10-15,      27.500,
2006-11-15,      27.170,
2006-12-15,      27.950,
2007-01-15,      28.240,
2007-02-15,      28.770,
2007-03-15,      28.990,
2007-04-15,      28.830,
2007-05-15,      27.710,
2007-06-15,      27.550,
2007-07-15,      27.390,
2007-08-15,      26.880,
2007-09-15,      26.610,
2007-10-15,      26.290,
2007-11-15,      26.190,
2007-12-15,      26.040,
2008-01-15,      26.670,
2008-02-15,      28.070,
2008-03-15,      28.640,
2008-04-15,      28.790,
2008-05-15,      28.420,
2008-06-15,      27.770,
2008-07-15,      27.650,
2008-08-15,      27.560,
2008-09-15,      27.320,
2008-10-15,      27.090,
2008-11-15,      26.970,
2008-12-15,      26.980,
2009-01-15,      27.570,
2009-02-15,      27.700,
2009-03-15,      28.780,
2009-04-15,      29.330,
2009-05-15,      28.990,
2009-06-15,      28.410,
2009-07-15,      28.190,
2009-08-15,      27.860,
2009-09-15,      27.720,
2009-10-15,      27.530,
2009-11-15,      27.290,
2009-12-15,      27.600,
2010-01-15,      28.270,
2010-02-15,      29.330,
2010-03-15,      29.720,
2010-04-15,      29.700,
2010-05-15,      29.180,
2010-06-15,      28.190,
2010-07-15,      27.330,
2010-08-15,      26.730,
2010-09-15,      26.660,
2010-10-15,      26.550,
2010-11-15,      26.170,
2010-12-15,      26.420,
2011-01-15,      26.780,
2011-02-15,      27.920,
2011-03-15,      28.330,
2011-04-15,      28.640,
2011-05-15,      28.420,
2011-06-15,      27.880,
2011-07-15,      27.510,
2011-08-15,      27.090,
2011-09-15,      26.530,
2011-10-15,      26.330,
2011-11-15,      26.460,
2011-12-15,      26.390,
2012-01-15,      26.770,
2012-02-15,      28.420,
2012-03-15,      28.950,
2012-04-15,      29.390,
2012-05-15,      29.260,
2012-06-15,      28.400,
2012-07-15,      28.350,
2012-08-15,      27.690,
2012-09-15,      27.680,
2012-10-15,      27.410,
2012-11-15,      27.410,
2012-12-15,      27.110,
2013-01-15,      27.790,
2013-02-15,      28.390,
2013-03-15,      29.070,
2013-04-15,      28.720,
2013-05-15,      28.050,
2013-06-15,      26.670,
2013-07-15,      27.140,
2013-08-15,      26.920,
2013-09-15,      27.010,
2013-10-15,      26.940,
2013-11-15,      26.680,
2013-12-15,      27.160,
2014-01-15,      27.970,
2014-02-15,      28.330,
2014-03-15,      29.150,
2014-04-15,      29.380,
2014-05-15,      28.800,
2014-06-15,      28.460,
2014-07-15,      28.470,
2014-08-15,      27.700,
2014-09-15,      27.520,
2014-10-15,      27.400,
2014-11-15,      27.560,
2014-12-15,      27.340,
2015-01-15,      28.090,
2015-02-15,      28.670,
2015-03-15,      29.060,
2015-04-15,      29.140,
2015-05-15,      29.600,
2015-06-15,      29.270,
2015-07-15,      29.030,
2015-08-15,      28.600,
2015-09-15,      28.460,
2015-10-15,      28.370,
2015-11-15,      28.620,
2015-12-15,      29.150,
2016-01-15,      29.670,
2016-02-15,      30.130,
2016-03-15,      30.310,
2016-04-15,      30.120,
2016-05-15,      29.240,
2016-06-15,      28.290,
2016-07-15,      27.740,
2016-08-15,      27.080,
2016-09-15,      27.340,
2016-10-15,      27.080,
2016-11-15,      26.990,
2016-12-15,      27.050,
2017-01-15,      28.130,
2017-02-15,      29.240,
2017-03-15,      29.750,
2017-04-15,      29.570,
2017-05-15,      28.940,
2017-06-15,      27.950,
2017-07-15,      27.770,
2017-08-15,      27.370,
2017-09-15,      26.890,
2017-10-15,      26.750,
2017-11-15,      26.560,
2017-12-15,      26.720,
2018-01-15,      26.940,
2018-02-15,      28.580,
2018-03-15,      28.790,
2018-04-15,      29.160,
2018-05-15,      28.760,
2018-06-15,      28.060,
2018-07-15,      27.810,
2018-08-15,      27.420,
2018-09-15,      27.400,
2018-10-15,      27.180,
2018-11-15,      27.270,
2018-12-15,      27.730,
2019-01-15,      28.840,
2019-02-15,      29.120,
2019-03-15,      29.600,
2019-04-15,      29.520,
2019-05-15,      29.350,
2019-06-15,      27.940,
2019-07-15,      27.870,
2019-08-15,      27.530,
2019-09-15,      27.070,
2019-10-15,      26.330,
2019-11-15,      27.130,
2019-12-15,      27.450,
2020-01-15,      27.860,
2020-02-15,      29.190,
2020-03-15,      29.460,
2020-04-15,      29.780,
2020-05-15,      29.090,
2020-06-15,      27.930,
2020-07-15,      27.610,
2020-08-15,      27.320,
2020-09-15,      26.950,
2020-10-15,      26.790,
2020-11-15,      26.630,
